DateOfDeparture,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd
10/09/2012,ATL,MSP,8.764705882,11.52558123,8.17411625
13/12/2011,DEN,SFO,8.833333333,11.04360019,5.943360111
03/11/2011,ATL,CLT,7.6875,10.83763706,6.436549283
17/08/2012,EWR,ORD,13.33333333,11.21998724,10.86144624
31/03/2012,MIA,JFK,15.59375,10.69254248,10.88016655
29/06/2012,DFW,ATL,12.375,11.93942036,8.711873457
20/06/2012,MSP,ORD,13.47826087,12.77926626,11.09819627
25/10/2011,MSP,DEN,8.666666667,10.43400108,6.650961894
03/05/2012,DEN,DFW,9.736842105,11.69876353,7.163503994
22/09/2011,SFO,BOS,13.81481481,12.03878882,8.823208195
03/11/2011,DFW,LAS,12.13043478,10.65597315,8.797232766
21/10/2011,LAX,JFK,14.96666667,13.36779035,9.539331768
25/04/2012,EWR,ORD,10.05,11.91137508,9.104510161
28/07/2012,ATL,BOS,13.25,10.17404162,10.77940871
09/12/2011,DFW,LGA,11.36363636,11.59381966,7.93752663
24/06/2012,JFK,LAS,15.03448276,11.03357341,11.30575946
04/10/2012,CLT,ATL,7.9375,11.14101009,7.424901795
30/08/2012,LGA,DTW,11.72727273,11.02349244,8.475071671
22/11/2011,LAX,ORD,15.9375,11.97919986,10.10249889
04/08/2012,SFO,SEA,14.92592593,10.19779959,11.21786325
01/02/2012,LAS,ORD,11.22727273,10.88722575,7.825062411
07/01/2012,MSP,ORD,11,9.332238541,8.997075548
09/08/2012,DTW,ATL,10.0952381,11.07827537,7.917731758
08/11/2012,IAH,ORD,8.823529412,11.60124985,6.912265314
03/08/2012,DFW,LAS,11.63636364,10.10089594,7.907473587
23/01/2013,LGA,ATL,11,12.34378774,11.46007563
20/12/2012,DEN,MSP,9.681818182,10.85983942,6.678938921
22/09/2011,CLT,LGA,11.33333333,11.50226873,8.296585643
23/11/2011,ORD,PHX,13.23076923,10.37053642,8.882826993
18/07/2012,ORD,ATL,11.63636364,12.07939642,9.950091909
28/10/2012,LAS,DFW,12.47826087,10.58700821,9.529235232
15/10/2011,ATL,CLT,9.058823529,9.417859021,6.896290563
27/08/2012,LAX,ORD,17.55882353,12.18806653,12.00300764
17/07/2012,BOS,EWR,11.95833333,11.56379928,9.406192071
04/08/2012,LAS,ORD,15.36666667,10.32699416,10.14543666
17/10/2012,ATL,LGA,11.0952381,12.72526319,10.74199591
21/11/2011,EWR,LAX,11.5,10.02476391,7.071067812
22/12/2011,CLT,ATL,10.05263158,9.927284556,8.784289538
27/11/2012,ORD,LGA,10.23809524,13.80880104,8.601771689
21/01/2012,DFW,PHL,7.5,8.433026067,5.107926105
04/02/2012,CLT,ATL,6.666666667,8.473134618,5.1581063
28/05/2012,ATL,LGA,10.66666667,12.05339324,7.203058932
20/12/2012,ORD,MSP,14.17391304,11.56001253,12.32016888
14/12/2012,ORD,BOS,11.55,11.60124985,11.05238722
13/01/2012,DTW,ATL,10.57142857,10.71056171,7.331926272
13/09/2011,MCO,PHL,11.68181818,9.881233433,8.231104558
25/11/2011,LAX,EWR,11.04347826,9.42977584,6.858824845
02/03/2013,MCO,EWR,17,10.23673578,15.72418519
25/01/2013,JFK,SFO,13.65217391,12.02111119,11.19500171
29/03/2012,DEN,LAS,7,10.70457462,4.472135955
21/12/2012,SFO,EWR,12.5,10.08424426,8.526174533
03/02/2012,ORD,DEN,10.55555556,10.77518151,10.01306336
05/07/2012,DEN,SFO,10.25,10.01610971,7.085010121
01/07/2012,ATL,MCO,16.2,10.6186724,12.81270921
20/04/2012,LAX,SFO,11.65,12.69457173,10.78144117
15/06/2012,SFO,LAS,15.82758621,11.10265448,11.99127351
17/08/2012,MIA,JFK,14.75,10.15803314,9.830508069
01/05/2012,SFO,LAX,14.30769231,12.54649706,10.35671466
02/03/2012,SEA,DEN,7.3125,10.67434745,6.529101521
10/01/2012,SEA,ORD,9.85,10.14188607,6.499190233
20/11/2012,SEA,ORD,15.03846154,10.12559797,11.85742221
25/01/2013,DFW,DEN,10.45,11.51007198,6.962115528
04/02/2013,LAS,DEN,12.03703704,10.77518151,7.876359377
09/03/2012,ATL,DFW,7.294117647,11.85398669,5.382433301
07/10/2011,LAX,ATL,10.28571429,11.79811539,7.975856425
31/12/2012,ATL,CLT,6.266666667,8.531725062,4.757950739
11/09/2011,ATL,DTW,9.45,10.05048812,7.279929149
17/07/2012,ATL,MIA,11.6,11.03357341,8.426149773
22/11/2011,BOS,EWR,13.28,11.13625856,9.418598622
22/02/2012,DEN,LAX,12.61538462,11.50226873,9.679160803
07/04/2012,LAX,EWR,10,9.834016335,6.859492079
12/01/2013,ORD,LGA,12.47619048,11.11713044,10.9663989
12/01/2013,DFW,PHL,7.642857143,8.453188163,4.413391211
06/02/2013,ATL,SFO,11.36842105,10.45468494,9.105618085
01/01/2013,ATL,LAX,10.91666667,10.42705517,7.655158344
12/01/2013,ORD,DFW,10.73684211,9.663900691,9.762980563
30/10/2012,LAS,DEN,10.55,10.27487567,7.646636688
20/11/2011,SEA,DEN,9.055555556,9.663900691,6.272931787
01/01/2012,MCO,PHL,17.4,9.871885164,13.09803881
13/08/2012,DFW,DEN,10.90909091,11.89244116,8.667998566
20/06/2012,ORD,LAX,11.43478261,12.22558167,7.768386325
08/05/2012,ATL,BOS,9.210526316,11.60865056,5.968239526
15/05/2012,LAX,LAS,17,11.29138259,12.00277746
07/01/2013,EWR,ORD,9.55,11.59381966,6.004165221
12/10/2011,BOS,ORD,12.56,12.44317968,8.296987405
10/01/2012,DEN,LAS,10.3,11.10265448,7.399146466
08/06/2012,PHL,BOS,8.071428571,10.87084226,6.592119838
25/04/2012,SFO,ORD,12.64,12.10504203,9.844118379
17/01/2012,DFW,DEN,6.857142857,11.08317675,4.769408008
14/10/2011,LGA,BOS,7.941176471,12.6904411,6.37838722
24/11/2012,PHL,DFW,10.95,8.492869996,8.870263747
03/12/2012,SFO,ORD,10.11764706,11.95175082,10.55865967
24/01/2013,PHL,DFW,9.058823529,10.8151672,6.533285814
06/11/2011,ORD,LAS,12.77272727,10.79813534,9.918389934
26/12/2011,SFO,BOS,10.05263158,9.511127243,7.427229813
16/12/2011,LAX,ORD,15.4137931,12.49440571,11.07286658
19/12/2012,DEN,PHX,12.69565217,10.64362228,10.00651961
06/11/2011,LAS,SFO,12.16,11.3044702,7.646785817
24/10/2012,PHL,MCO,17.5,10.71652964,12.21580151
24/04/2012,ORD,IAH,8.823529412,10.61238242,7.019929613
03/03/2012,SFO,DFW,7.357142857,10.18991385,5.799298935
02/11/2011,PHX,ORD,11.59090909,10.5482876,8.539315747
07/12/2011,LAX,SEA,11.72727273,11.20170302,8.619920551
19/08/2012,SFO,DEN,12.47826087,10.67434745,9.069777812
17/10/2012,PHL,MCO,15.13333333,10.95660338,9.740542127
14/12/2011,DEN,SEA,9.235294118,10.4886563,7.471022451
02/04/2012,DEN,PHX,6.571428571,10.8151672,4.309458037
15/11/2012,DFW,LAX,10.90909091,11.86689314,8.922465445
13/02/2012,ATL,SFO,8.266666667,10.66211806,6.68117469
09/06/2012,ATL,DEN,11.81818182,10.04195275,8.13947678
21/07/2012,BOS,ATL,11.13636364,9.945391259,7.466084934
28/09/2011,LAX,ATL,12.11538462,11.33465543,8.557228164
17/06/2012,SFO,ATL,11.0952381,10.47514192,7.974363686
25/07/2012,DEN,DFW,9.545454545,11.81472259,6.419666752
19/12/2011,DEN,SEA,11.14285714,10.39193217,8.229737021
27/11/2011,EWR,LAX,13.5,11.07827537,8.22597512
04/01/2013,JFK,LAS,15.66666667,10.10916635,13.87730918
27/12/2012,ORD,EWR,9.863636364,9.909000334,6.97816632
26/02/2012,LAS,DFW,7.8,10.82643597,6.201382334
06/03/2012,SFO,ATL,7.2,9.963323857,4.768947173
15/03/2012,ATL,DTW,9.80952381,11.03357341,7.406882257
24/10/2011,ORD,PHX,10.33333333,11.57511363,6.658328118
08/12/2011,ATL,MCO,15.19230769,11.95175082,11.79837016
06/11/2011,MCO,ATL,12.04166667,11.25602654,8.045950462
29/11/2011,DFW,BOS,7.875,10.24442641,5.315072906
25/08/2012,ATL,BOS,11.09090909,9.963323857,8.618413791
11/02/2013,LAX,SEA,11.30434783,11.2782025,8.70963303
12/11/2011,MCO,PHL,16.52941176,10.58061035,10.00979912
17/10/2011,MSP,ATL,9.058823529,11.01335667,7.369452051
13/12/2012,PHX,DEN,8.473684211,11.4667443,6.239376937
09/05/2012,ORD,PHL,9.789473684,12.20691843,7.161462819
24/09/2012,DTW,LGA,11.25,10.84877128,9.158688713
02/05/2012,MCO,EWR,11.15,10.63741603,8.380899336
29/07/2012,IAH,ORD,13.84,10.01610971,10.79614129
12/11/2012,SFO,DFW,10.38095238,11.39773842,6.807908566
24/06/2012,SFO,LAS,16.03333333,10.87084226,11.01874057
15/01/2012,SFO,ATL,13.20833333,10.05898461,11.12763566
22/07/2012,SFO,LAS,12.76923077,10.63741603,8.001538314
07/11/2011,LGA,ORD,13.48148148,13.64022162,8.657457303
11/01/2012,DEN,MSP,9,10.63741603,6.745368782
14/09/2012,ORD,PHX,12.5,10.7809465,9.644885148
24/05/2012,MSP,DEN,9.736842105,11.51007198,6.715174402
05/01/2012,LAX,DFW,17.12121212,11.48656357,11.48302436
29/12/2012,DFW,DEN,14.16,9.981085665,10.88454562
24/10/2012,MSP,DEN,9.666666667,10.94609644,7.16472842
11/10/2012,MCO,PHL,15.78571429,10.85983942,10.65401035
09/09/2011,LAS,DFW,12.32,10.28991588,7.941032678
10/12/2012,ORD,SFO,8.666666667,12.18806653,7.404291284
06/05/2012,SFO,DEN,11.04545455,11.12671902,7.656166346
30/03/2012,PHL,MCO,16.96774194,10.64362228,12.13667684
28/02/2012,DTW,ORD,6.933333333,11.17859274,5.66274374
29/12/2011,DEN,DFW,10.90909091,9.945391259,7.036700329
30/04/2012,LAX,ATL,13.44,11.45875724,11.06827298
09/10/2011,CLT,LGA,7.75,10.18199462,5.157518783
02/12/2012,BOS,EWR,9.235294118,9.441616996,7.52935432
12/08/2012,PHX,DEN,11.57894737,10.04195275,9.67422572
17/05/2012,ORD,LGA,12.61538462,13.81559926,9.781929965
07/01/2013,MCO,EWR,16.35714286,10.5352,12.64680983
11/06/2012,DTW,ATL,11.63157895,11.39359863,13.14115895
05/07/2012,MSP,DEN,10.28571429,10.09258868,6.573757351
03/03/2012,ORD,LAX,13.28571429,11.42646248,9.443230548
19/10/2011,MIA,JFK,11.63636364,10.83204493,8.027010679
13/08/2012,EWR,ATL,7.333333333,11.25602654,5.163977795
28/07/2012,DFW,ORD,13.08,11.16458785,9.76353761
22/06/2012,IAH,LAX,12.375,10.85431356,8.721849126
31/08/2012,LAX,ORD,16.53125,12.13033975,10.9984878
02/06/2012,ORD,SFO,14.5,11.04360019,9.803627447
03/05/2012,LGA,BOS,5.928571429,13.47534777,4.581976156
15/04/2012,ATL,BOS,9.523809524,11.01843144,6.982972488
04/02/2013,ORD,DTW,6.066666667,11.48261653,4.366539438
18/11/2012,ATL,MIA,11.95833333,9.963323857,9.502764663
07/12/2012,MSP,DEN,7,10.44781578,5.416025603
07/12/2012,DEN,SEA,10.72727273,10.41308525,6.895007291
26/01/2013,ORD,SEA,10.31578947,8.492869996,7.608859103
18/12/2011,LAX,EWR,13.8,11.01843144,9.912113801
22/02/2013,DFW,DEN,9.166666667,11.74395621,6.400827152
07/03/2012,DEN,LAS,11.1,10.76359777,8.78934762
05/01/2013,EWR,LAX,13.84615385,9.899790558,9.849638806
30/04/2012,CLT,LGA,8.888888889,11.36856502,5.979267011
30/10/2011,JFK,LAS,12.81481481,10.356135,9.244695099
13/07/2012,ORD,BOS,13.56,12.11913866,9.895621928
22/02/2013,LGA,MIA,9.473684211,11.4142063,6.39764211
22/05/2012,DEN,DFW,10.78947368,11.84749981,9.784221694
12/11/2012,DTW,LGA,6.8125,11.18323776,5.08879488
19/09/2012,LGA,BOS,5.363636364,13.34900314,4.056420276
16/09/2011,BOS,ORD,10.66666667,12.46430613,7.261772052
10/08/2012,LAS,JFK,16.71875,10.85431356,11.50100802
07/11/2012,ORD,SFO,9.368421053,12.14978122,6.317616695
11/09/2012,BOS,SFO,12.45454545,11.26936373,9.435128246
07/11/2012,LAX,ORD,14.83333333,12.45729054,9.458013691
15/01/2013,PHL,ATL,7.777777778,11.19710382,5.652230747
19/11/2011,ORD,LAS,12.54166667,10.14997708,8.797129802
18/01/2013,BOS,PHL,8.4,10.67434745,6.987744373
26/04/2012,SFO,ORD,12,12.41223489,8.970852271
13/09/2011,BOS,ATL,9.947368421,11.06349345,7.106129469
19/11/2012,PHL,ORD,9,10.69856825,6.106890997
16/03/2012,JFK,SFO,12.08695652,12.44081746,8.633513156
10/07/2012,CLT,ATL,8.526315789,11.39773842,6.292574293
27/07/2012,JFK,MIA,14.93103448,10.44092122,9.550359135
01/05/2012,CLT,LGA,8.117647059,11.13625856,5.242641902
15/01/2013,LAX,SEA,10.9047619,10.6804322,9.164631809
19/12/2012,DEN,MSP,9.210526316,11.03357341,5.986827646
26/12/2011,EWR,ATL,15.5,9.725728753,12.5628853
04/09/2012,BOS,SFO,15.48275862,11.56757836,10.8976429
20/11/2012,LAX,JFK,18.86842105,12.85271521,13.13582074
13/09/2012,PHX,ORD,9.705882353,10.74608613,8.963570061
24/04/2012,MCO,ATL,11.04761905,11.68463486,8.291418398
27/11/2012,MSP,ATL,9.818181818,10.73431968,6.779776395
22/11/2011,BOS,SFO,13.60714286,10.44092122,9.919450723
23/12/2011,ATL,MCO,15.32258065,11.29138259,10.77152758
08/06/2012,MSP,ATL,16.34615385,10.75194163,12.84349581
08/10/2012,DEN,ORD,10.31578947,11.40186904,8.178920274
14/02/2012,LAX,IAH,13.48148148,10.24442641,10.75020705
03/06/2012,SFO,LAS,13.84,11.37694695,11.25344392
08/04/2012,SFO,LAX,11.25,12.47594045,7.952303467
11/07/2012,MSP,ORD,12.875,12.40260919,9.138130814
08/09/2012,CLT,LGA,14.20833333,10.2290133,12.06496605
28/11/2012,ORD,IAH,7.466666667,10.78669374,5.501514943
15/02/2013,SFO,BOS,10.71428571,11.73362391,7.510944396
23/12/2012,LAX,LAS,14.57692308,10.49537694,12.59261078
24/03/2012,JFK,MCO,15.7,10.4886563,10.87911634
07/09/2011,SFO,BOS,11,11.13149489,6.782329983
28/12/2011,SEA,SFO,10.42857143,10.42008329,6.95393003
11/01/2012,LAS,ORD,10.55,10.7809465,7.43728162
14/12/2011,BOS,ATL,10.38888889,11.3174666,9.056287312
31/03/2012,MSP,ORD,8.941176471,9.417859021,7.00420042
07/04/2012,ORD,EWR,8.785714286,8.74925006,10.63505504
21/10/2011,LAS,LAX,16.17647059,11.97009499,10.63861061
27/04/2012,MIA,JFK,13.80769231,10.64362228,10.43846437
03/05/2012,MSP,DEN,9.75,10.97744131,6.381511123
10/02/2013,DTW,LGA,8.4,10.42008329,10.21763182
22/09/2012,LAX,JFK,20.65909091,12.81248305,13.03830347
20/09/2011,DTW,LGA,9.411764706,10.95660338,6.88348407
13/08/2012,DTW,ATL,10.47619048,10.98777361,6.830951966
01/08/2012,EWR,SFO,11.47826087,10.71056171,7.579095444
01/12/2012,ATL,EWR,8.466666667,9.077833738,7.744737076
02/05/2012,DEN,LAX,9.894736842,11.24259329,10.40776813
29/11/2012,DEN,LAX,10.85714286,11.08317675,7.611082146
22/01/2013,LAX,JFK,17.09090909,13.01593673,12.88740576
21/05/2012,JFK,MCO,11.04545455,11.04360019,7.79179833
28/11/2012,ATL,BOS,8.421052632,11.02349244,6.185249384
25/12/2011,DFW,ATL,9.842105263,9.175645143,7.60309263
21/03/2012,EWR,ORD,10.83333333,11.63432418,10.51749243
02/01/2012,DTW,LGA,12.625,10.26730984,8.98700753
20/03/2012,ATL,SFO,12.28571429,10.51539476,10.29632389
20/02/2013,ORD,PHX,8,10.83204493,5.049752469
16/11/2012,DFW,ATL,12,12.19077135,11.15688982
24/08/2012,LAX,SEA,15.51612903,11.35592107,10.02620223
21/10/2012,DFW,ATL,9,11.35592107,8.683994744
12/06/2012,PHL,MCO,12.34782609,10.05898461,9.286396187
24/02/2013,DFW,LAX,8.888888889,11.01843144,6.986448133
18/02/2012,JFK,LAS,12.03846154,10.43400108,8.45922346
19/08/2012,JFK,MCO,17.78378378,10.88178056,12.10632327
03/04/2012,DEN,SEA,8.411764706,10.58061035,5.874295953
16/11/2012,ATL,DFW,11.83333333,12.13312954,7.608157331
06/06/2012,SEA,SFO,10.76190476,11.71975785,7.968091126
21/09/2011,DEN,MSP,10,11.08317675,7.218802609
01/10/2011,JFK,SFO,15.5,11.94251063,9.38083152
11/10/2012,ATL,EWR,9.4,11.55621807,7.76903435
22/12/2012,ORD,SFO,19.5,10.4615289,13.19377723
20/01/2012,EWR,MCO,14.34615385,10.78669374,10.84782857
28/01/2013,LGA,CLT,6.857142857,11.1074923,5.82906699
24/12/2011,DFW,LAS,15.03846154,9.511127243,11.12288009
05/02/2013,ATL,MIA,12.95833333,11.04360019,10.11876933
28/11/2011,DTW,ATL,8.9375,11.08317675,7.343648049
12/03/2012,ORD,MSP,9.166666667,12.35866794,6.679644231
20/03/2012,BOS,LGA,4.666666667,12.95055429,3.626501779
20/12/2012,SFO,EWR,14.86956522,10.4615289,13.4106618
26/03/2012,MSP,ORD,6,11.24259329,4.69041576
02/01/2012,ATL,PHL,12.95833333,10.37769565,11.05904771
29/08/2012,MIA,JFK,18.70588235,10.39900989,12.52761655
15/07/2012,LAX,EWR,15.35714286,10.5933842,11.58291937
05/04/2012,EWR,MCO,13.31818182,10.96705145,10.99950806
17/12/2011,ATL,EWR,8.117647059,9.918164852,5.266430871
08/12/2012,SFO,LAX,14.22222222,11.52171599,11.40287863
27/09/2011,LAX,SFO,13,12.43133853,8.693867571
14/04/2012,EWR,ATL,8.9375,9.21604331,8.185098248
05/03/2013,LGA,DFW,5.916666667,10.21347175,4.316107955
21/01/2013,LAX,SFO,13.44444444,12.02406912,10.55146119
05/09/2011,SFO,JFK,12.53571429,12.2571476,8.167152561
05/02/2013,SFO,LAS,10.91304348,10.78669374,8.23469955
31/12/2011,JFK,SFO,12.68,10.48191135,8.797348085
06/12/2011,ATL,DFW,6.4,11.95482074,5.068107565
31/05/2012,ATL,DFW,11.625,11.91451213,9.059285412
21/04/2012,SFO,LAS,13.65384615,10.41308525,9.541246492
26/05/2012,ATL,BOS,14.2173913,10.05898461,12.37650458
01/10/2011,ORD,DTW,9.166666667,9.42977584,6.492076619
23/10/2012,JFK,MCO,17.13333333,10.27487567,11.99060935
31/01/2012,MSP,DEN,7.230769231,9.871885164,6.942067969
25/06/2012,LAS,DFW,9.4,10.44781578,7.379915846
16/01/2012,DFW,ATL,12.0952381,11.46275505,9.984511815
09/12/2012,PHL,ATL,9.35,10.90346657,7.442940845
17/06/2012,LGA,BOS,5.454545455,9.775731099,4.274661071
13/01/2013,ATL,LAX,13.46428571,11.47072504,9.860065896
22/10/2011,JFK,MCO,15.90625,10.66211806,9.98501902
23/12/2011,PHX,DEN,11.27272727,10.62494123,8.089863253
23/08/2012,SFO,DFW,11.54545455,11.42238603,8.382108342
27/11/2012,MIA,ATL,14.92307692,10.4886563,11.52014957
29/02/2012,ORD,LGA,12.52173913,13.39349486,10.87060074
22/11/2011,DFW,LAS,14.74074074,9.725728753,10.81520508
14/02/2012,MCO,ATL,12.95833333,11.25602654,9.751161209
14/09/2012,ORD,BOS,13.6,12.39535717,9.895285073
18/12/2011,DEN,ORD,13.68181818,10.31225119,9.413194203
01/09/2012,LGA,MIA,12.7037037,10.52862159,9.080049199
11/07/2012,ORD,MSP,10.31578947,12.45024846,8.419901237
14/10/2011,LAX,DFW,11.60869565,11.8311832,7.808731304
22/09/2012,MSP,ATL,12.39130435,9.294305524,8.585077595
09/12/2012,MCO,PHL,18.41666667,10.80382993,12.13112879
06/02/2012,JFK,SFO,13.92857143,12.74142776,10.68029883
08/12/2012,LAX,IAH,17.75,9.954379112,14.33624002
02/01/2013,DEN,LAS,10.0952381,9.843555873,6.363212726
06/11/2012,DFW,ATL,10.72222222,11.64159505,8.863710255
24/10/2011,ORD,DEN,10.61904762,11.54096256,7.317623866
07/04/2012,ATL,SFO,10.47058824,8.881338931,9.461221162
01/02/2013,DFW,PHL,7.533333333,10.63118906,5.370111287
15/11/2012,LGA,CLT,7.866666667,11.74738763,6.092931111
08/12/2012,IAH,ORD,10.84210526,9.417859021,9.322989255
03/06/2012,LAX,SFO,14.96774194,12.13591517,10.60026374
07/02/2013,LAX,BOS,11.5,11.4667443,9.723559999
26/11/2011,SEA,LAX,13.79166667,10.44092122,10.72980071
12/12/2011,DEN,DFW,8.833333333,11.69524139,5.863646727
27/11/2011,LAX,ORD,15.64516129,12.17992844,10.01182097
18/05/2012,ATL,ORD,10.31578947,11.77461404,8.602665166
04/10/2012,EWR,LAX,15.19230769,10.75777881,11.37723773
02/09/2012,DEN,SEA,11.85,9.589077875,9.696852446
05/05/2012,ORD,LAX,13.25,11.22453043,10.30090752
21/06/2012,CLT,ATL,6.133333333,10.8208101,4.485956924
17/06/2012,LGA,ORD,11.34782609,12.64226948,7.41379976
07/02/2013,MSP,ORD,11.21052632,12.40742825,10.12466157
04/03/2013,DEN,LAX,11.3,9.785572682,9.608658376
24/10/2012,DFW,LGA,12.28571429,11.67753018,10.43620073
11/07/2012,MIA,JFK,11.88,9.567136731,8.987584028
06/09/2012,DEN,LAX,15.48275862,11.09294105,10.18269081
15/08/2012,LAS,ORD,13.875,10.57419046,9.321842046
23/08/2012,DEN,LAS,14.67857143,10.30483577,9.752696005
13/11/2011,DFW,ATL,11.08695652,11.74051847,8.622976935
08/01/2012,EWR,ATL,10.0952381,10.6804322,8.129604922
18/03/2012,ORD,IAH,11.04347826,11.54096256,6.858824845
31/01/2013,EWR,LAX,10.57142857,9.989903534,7.20813033
18/05/2012,DFW,ORD,12.45454545,12.62735812,10.49592788
06/12/2011,BOS,EWR,8.882352941,11.72670377,6.203651676
04/10/2012,DFW,LAX,13.76923077,12.00923232,9.33941194
26/02/2013,BOS,LAX,7.928571429,10.356135,6.787593725
10/01/2013,DEN,SEA,8.95,10.34889236,6.723681636
31/05/2012,BOS,PHL,9.857142857,11.34744389,10.51633998
19/03/2012,SFO,ORD,14.53571429,12.32878785,10.95608116
16/05/2012,ORD,SFO,13.8,12.36606376,10.76258953
17/08/2012,ORD,LAS,13.40740741,10.64362228,8.581102938
01/07/2012,LAS,SFO,12.52,10.98777361,8.598061797
22/01/2012,MSP,ORD,9.105263158,10.80950718,7.72366304
27/10/2011,DFW,LAS,12.875,10.98777361,7.798062747
03/09/2012,DFW,LGA,13.89285714,11.11713044,8.845753473
01/01/2013,SFO,SEA,10.39130435,10.31963724,7.120643041
17/10/2011,LAX,IAH,11.13636364,10.99804899,7.466084934
16/12/2011,PHL,ORD,8.588235294,11.44267977,6.4329117
19/12/2012,CLT,LGA,12.60869565,11.43053004,11.76566318
02/02/2012,LAX,ATL,14.22222222,11.40186904,11.16771905
12/08/2012,MIA,LGA,13.38461538,11.1074923,9.423701706
05/10/2011,DEN,LAX,13.34615385,11.06843379,8.926106913
21/09/2012,LAX,DEN,14.37037037,11.37276069,9.810309131
15/09/2011,JFK,LAX,14.03225806,13.64022162,9.03874575
17/09/2012,BOS,LGA,6.928571429,12.24930606,7.436544749
08/03/2012,ATL,DEN,10,10.74021219,7.700267375
18/06/2012,DEN,PHX,7.933333333,11.43863865,5.945786824
30/04/2012,ATL,DEN,9.80952381,11.01843144,7.487449817
10/12/2012,ATL,MSP,10.7,11.36014525,9.690472804
23/06/2012,LAX,DEN,12.6,10.3848275,8.465616733
02/09/2012,DEN,SFO,10.95454545,9.476695944,7.240608188
12/07/2012,DFW,BOS,12.86956522,11.07336107,10.71237325
22/08/2012,BOS,ATL,11.08695652,11.4746973,8.010862191
17/07/2012,SEA,DEN,14.07142857,10.88722575,8.956390524
01/11/2011,DEN,SEA,10,10.99291838,8.589399151
07/12/2011,DFW,LGA,11.71428571,12.24143142,10.0754298
09/09/2011,SFO,DFW,9.052631579,10.97225362,5.720078517
10/12/2012,MIA,JFK,16.3,11.05853999,12.64951955
08/11/2012,LAX,DFW,14.4,11.97919986,11.70469991
15/08/2012,LAX,SEA,13.76923077,11.61969684,10.02120828
02/03/2013,DFW,PHL,4,7.785131052,2.160246899
30/06/2012,SFO,ORD,12.96153846,11.05357334,8.664782833
29/09/2012,ATL,BOS,14.85714286,9.824427749,10.62043553
03/10/2012,BOS,ORD,6.5625,12.48519593,4.661455424
14/10/2011,PHX,ORD,13.04,11.01335667,8.937188223
08/07/2012,ORD,PHX,11.69565217,10.21347175,8.237578984
16/09/2011,DFW,BOS,10.47826087,11.33465543,7.597066211
17/12/2012,PHL,DFW,7.133333333,10.37769565,4.718756898
10/09/2011,JFK,MIA,13.67857143,10.76359777,8.489878817
10/11/2011,LAS,ORD,11.61904762,10.8208101,9.063532371
30/01/2013,JFK,MCO,12.48,9.632200623,10.0917458
26/09/2012,ORD,SEA,13.91304348,10.91956718,11.33744016
03/12/2011,SEA,SFO,11.80952381,10.28991588,9.677908078
16/02/2012,DFW,LAS,11.15,10.57419046,8.94000471
16/03/2012,SFO,LAX,14.25925926,12.66964963,11.23385198
12/04/2012,LAX,IAH,11.33333333,10.54175528,8.463647756
22/10/2012,DEN,ORD,10.11764706,11.15989608,8.950435415
29/11/2012,ATL,CLT,7.529411765,10.91421574,5.832212778
04/11/2012,SFO,LAX,16.46875,12.37587944,12.1229837
16/03/2012,ATL,DEN,11.31818182,11.03357341,10.26499537
07/04/2012,DEN,ORD,11.47058824,9.189208663,11.94841855
26/05/2012,DFW,BOS,9.166666667,9.06343231,6.298926146
01/08/2012,LGA,MIA,14.88888889,10.99291838,10.4893108
08/02/2012,EWR,SFO,8.588235294,10.61238242,5.756070964
09/12/2012,LGA,ATL,14.81481481,11.88290162,12.34141569
21/09/2011,LAX,LAS,14.03225806,11.86045108,9.03874575
03/10/2011,SEA,ORD,10.28571429,11.22453043,6.619236037
27/08/2012,ATL,CLT,11.6,11.1074923,12.20612443
13/12/2012,LAS,SFO,10.63157895,9.755890744,9.405734222
02/04/2012,LAX,IAH,13.82608696,10.5220199,11.51541328
26/01/2013,SFO,ATL,7.705882353,9.499720628,5.839142765
20/03/2012,DFW,LAX,12.30434783,11.84424789,11.0224349
27/01/2013,LAX,BOS,11.57692308,10.80382993,7.653355222
12/04/2012,EWR,BOS,8,11.39359863,7.968688725
04/09/2011,PHX,DEN,8.875,9.019548502,7.182153809
05/12/2012,JFK,LAX,17.25,13.37353316,11.66772104
28/11/2011,ATL,BOS,11.76923077,11.71975785,7.996537712
10/11/2012,PHL,ORD,9.055555556,9.927284556,6.384468491
15/02/2013,SEA,ORD,12.26086957,10.44781578,9.284480655
03/08/2012,BOS,ATL,11.09090909,11.14574955,7.608948935
25/07/2012,MCO,EWR,15.8,10.42008329,10.83226343
31/01/2013,PHL,MCO,11.66666667,10.25208546,7.322785563
08/09/2011,BOS,LGA,7,13.32119993,6.175990377
28/11/2011,JFK,LAX,15.97058824,13.15637758,10.65572913
31/08/2012,CLT,ATL,9.944444444,10.48191135,9.594558643
17/01/2013,PHL,BOS,7.083333333,11.32177868,6.960385743
08/10/2012,MIA,ATL,10.80952381,10.93022421,7.420370932
17/02/2013,ATL,MSP,10.26315789,10.16605456,7.316967384
09/09/2011,EWR,BOS,11.54545455,10.93552998,7.932616651
14/04/2012,JFK,LAX,16.17647059,12.41463358,10.82497278
27/10/2012,MIA,LGA,12.13636364,10.19779959,8.881738647
14/04/2012,LGA,DFW,8.4,9.918164852,5.329165038
01/03/2013,ORD,PHX,7.666666667,10.6804322,5.300494137
14/06/2012,SEA,SFO,12.125,11.79477613,8.157751715
