,DateOfDeparture,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd,DateDay,DateMonth,DateYear
1048,06/10/2011,JFK,MIA,13.93333333,11.67396767,9.310481055,06,10,2011
1049,03/01/2013,SEA,SFO,13.28571429,10.62494123,9.625803066,03,01,2013
1050,31/10/2011,ORD,DFW,13.66666667,12.01518121,10.2391689,31,10,2011
1051,12/02/2012,SFO,DFW,12.125,11.35592107,8.184356765,12,02,2012
1052,28/10/2012,ORD,DTW,11.95,10.508746,11.49588027,28,10,2012
1053,27/03/2012,ORD,SEA,12.0,10.79813534,10.23997768,27,03,2012
1054,03/01/2013,ATL,LAX,17.29411765,10.91421574,12.76958843,03,01,2013
1055,17/07/2012,ORD,EWR,13.76923077,11.63432418,9.696629073,17,07,2012
1056,25/01/2013,ORD,ATL,10.95238095,11.59753846,9.292341957,25,01,2013
1057,14/10/2011,ORD,DEN,11.04761905,11.69876353,8.206559513,14,10,2011
1058,18/09/2012,DEN,SEA,11.13636364,10.51539476,7.414884994,18,09,2012
1059,01/10/2012,MSP,DEN,9.736842105,11.1074923,6.479387019,01,10,2012
1060,18/09/2011,ORD,SFO,12.84615385,12.11632784,8.171620685,18,09,2011
1061,05/05/2012,DEN,ORD,11.85714286,9.899790558,10.40329618,05,05,2012
1062,19/11/2011,ATL,BOS,8.941176471,9.81478961,6.950454915,19,11,2011
1063,24/01/2013,BOS,SFO,11.47368421,10.92490331,9.708921562,24,01,2013
1064,03/10/2012,LGA,DTW,8.333333333,11.24259329,6.444331755,03,10,2012
1065,20/07/2012,DFW,DEN,10.38095238,11.57511363,6.778467308,20,07,2012
1066,01/02/2012,PHX,ORD,10.55555556,10.64980794,10.51174258,01,02,2012
1067,13/06/2012,SEA,DEN,10.84210526,10.88722575,9.759685548,13,06,2012
1068,24/07/2012,ORD,ATL,11.60869565,11.8797109,10.0622568,24,07,2012
1069,13/02/2012,LAX,EWR,8.315789474,11.06349345,6.037407755,13,02,2012
1070,02/10/2011,LAX,LAS,14.63333333,11.84424789,9.026716413,02,10,2011
1071,02/07/2012,DEN,DFW,10.84210526,10.62494123,9.934581342,02,07,2012
1072,12/12/2011,LAX,JFK,16.79411765,13.3314915,11.67172032,12,12,2011
1073,02/02/2012,ATL,LAX,12.34782609,10.91421574,10.99838292,02,02,2012
1074,03/08/2012,DEN,ORD,10.54545455,11.12671902,6.573592717,03,08,2012
1075,12/10/2012,SFO,ATL,11.68181818,11.62702485,8.866127966,12,10,2012
1076,08/09/2012,DEN,SEA,13.64,9.684738625,9.534498763,08,09,2012
1077,19/04/2012,ATL,ORD,9.421052632,12.28562106,9.447608689,19,04,2012
1078,16/09/2011,LGA,DFW,8.526315789,11.85722168,6.212607442,16,09,2011
1079,20/03/2012,PHL,DFW,6.642857143,10.76359777,4.413391211,20,03,2012
1080,18/09/2012,LGA,ATL,9.15,12.51723311,6.907471165,18,09,2012
1081,01/09/2011,ORD,DEN,12.0,11.42646248,8.129631547,01,09,2011
1082,16/02/2013,SFO,DEN,15.03703704,9.653393757,11.09220614,16,02,2013
1083,26/11/2011,DEN,SEA,10.90909091,10.05048812,7.405976293,26,11,2011
1084,22/10/2011,DEN,DFW,11.45454545,9.936359882,7.878404919,22,10,2011
1085,18/08/2012,DFW,LGA,12.57692308,10.15803314,7.777778999,18,08,2012
1086,19/06/2012,IAH,LAX,13.0,10.39900989,9.360309002,19,06,2012
1087,29/09/2011,PHL,ATL,9.25,12.11351279,7.217486076,29,09,2011
1088,13/12/2012,LGA,DFW,9.833333333,11.93322442,7.987121988,13,12,2012
1089,02/01/2013,LAX,JFK,20.31707317,12.6058472,13.85178513,02,01,2013
1090,26/11/2012,EWR,SFO,14.08695652,11.26048288,12.72046684,26,11,2012
1091,18/01/2013,MCO,PHL,15.14285714,11.3088124,11.33566736,18,01,2013
1092,14/03/2012,JFK,LAS,10.23809524,10.5220199,6.685093581,14,03,2012
1093,29/10/2012,JFK,MIA,16.44444444,9.161982256,13.42596031,29,10,2012
1094,29/02/2012,PHX,DEN,8.117647059,11.4746973,5.266430871,29,02,2012
1095,28/10/2011,LAX,SEA,12.26923077,11.20170302,8.856896487,28,10,2011
1096,18/09/2011,LAX,ORD,13.44444444,12.54649706,8.581434941,18,09,2011
1097,14/07/2012,DTW,LGA,11.14285714,9.715565373,8.064029478,14,07,2012
1098,04/10/2012,IAH,ORD,11.31578947,11.27378835,10.44590633,04,10,2012
1099,25/02/2012,ATL,MSP,12.57692308,10.15803314,9.428353311,25,02,2012
1100,21/08/2012,JFK,MIA,17.09375,10.43400108,11.82768588,21,08,2012
1101,14/02/2012,SFO,JFK,11.1,12.24668487,8.264699823,14,02,2012
1102,15/03/2012,DFW,LAS,11.52380952,10.49537694,9.41604507,15,03,2012
1103,18/02/2012,CLT,ATL,5.4,8.172373433,4.247875286,18,02,2012
1104,13/12/2011,LAX,DFW,11.56,11.45475085,8.211171252,13,12,2011
1105,07/04/2012,PHX,ORD,13.17391304,9.294305524,9.777767797,07,04,2012
1106,27/07/2012,CLT,ATL,11.47619048,10.52862159,8.36432333,27,07,2012
1107,08/01/2013,SEA,DEN,10.95,9.795362604,8.917605296,08,01,2013
1108,17/07/2012,DTW,LGA,9.2,10.9088489,6.93275976,17,07,2012
1109,11/07/2012,ORD,LGA,9.75,13.59876205,8.051642526,11,07,2012
1110,25/03/2012,DEN,ORD,10.0,10.6804322,7.888934917,25,03,2012
1111,30/09/2011,ATL,PHL,10.1,11.52171599,8.226401656,30,09,2011
1112,07/02/2013,LAS,SFO,11.13636364,11.09780409,7.851572209,07,02,2013
1113,29/10/2012,PHX,ORD,12.81818182,10.58061035,11.15960557,29,10,2012
1114,18/01/2012,DTW,ATL,11.95,10.1337598,10.81166524,18,01,2012
1115,10/10/2011,ORD,DTW,9.526315789,11.84099029,8.133390854,10,10,2011
1116,05/01/2012,ORD,MSP,11.85714286,11.42238603,10.90085187,05,01,2012
1117,10/07/2012,DFW,DEN,9.0,11.61969684,6.73560844,10,07,2012
1118,09/12/2011,EWR,ATL,7.866666667,11.22453043,6.162868843,09,12,2011
1119,01/07/2012,SEA,ORD,16.44827586,10.28241094,12.50310306,01,07,2012
1120,20/08/2012,PHL,ATL,8.823529412,12.04464432,6.287241984,20,08,2012
1121,16/11/2011,ATL,MIA,9.777777778,11.28699957,9.428090416,16,11,2011
1122,17/12/2011,SFO,ORD,15.4,11.12193089,10.42741744,17,12,2011
1123,19/11/2011,ORD,MSP,11.68421053,9.954379112,9.741392962,19,11,2011
1124,02/05/2012,JFK,LAX,16.5483871,13.14830757,11.20666085,02,05,2012
1125,05/07/2012,LAX,DFW,14.86206897,11.22453043,10.07374288,05,07,2012
1126,25/06/2012,EWR,SFO,11.69565217,11.338928,7.870744349,25,06,2012
1127,30/10/2012,CLT,ATL,6.846153846,10.95660338,5.367279787,30,10,2012
1128,01/12/2012,ORD,IAH,11.9,9.632200623,10.57753329,01,12,2012
1129,25/02/2012,LGA,DTW,6.857142857,8.865330457,4.737041317,25,02,2012
1130,11/09/2011,ORD,DEN,9.55,10.92490331,7.337538667,11,09,2011
1131,25/10/2012,ATL,EWR,8.277777778,11.40186904,6.858275856,25,10,2012
1132,04/11/2011,LAS,DFW,13.74074074,11.5713498,9.00680338,04,11,2011
1133,18/10/2011,LAS,DEN,9.894736842,10.46834783,7.171662885,18,10,2011
1134,22/09/2012,DFW,ATL,9.55,9.998679906,7.85041065,22,09,2012
1135,29/09/2011,DFW,BOS,10.54545455,10.73431968,6.573592717,29,09,2011
1136,05/10/2011,LAX,ATL,11.0,11.84749981,8.426149773,05,10,2011
1137,03/05/2012,BOS,PHL,7.8,11.62336445,6.315513778,03,05,2012
1138,03/01/2012,MIA,ATL,16.6875,10.51539476,12.24069759,03,01,2012
1139,11/01/2013,CLT,LGA,6.714285714,10.64362228,4.496640993,11,01,2013
1140,10/12/2012,EWR,LAX,13.38095238,11.02349244,11.00216429,10,12,2012
1141,09/04/2012,DTW,ORD,8.4375,11.07827537,6.239324216,09,04,2012
1142,04/01/2012,DEN,PHX,11.54545455,11.19249325,8.302192899,04,01,2012
1143,06/06/2012,MCO,PHL,9.578947368,10.85983942,6.914684772,06,06,2012
1144,02/05/2012,DEN,ORD,11.14285714,11.07336107,8.045406853,02,05,2012
1145,13/09/2012,SFO,DEN,10.75,11.69876353,8.226241708,13,09,2012
1146,31/10/2012,MSP,ATL,10.27272727,10.561284,7.381971721,31,10,2012
1147,11/10/2012,DEN,DFW,10.28571429,11.88926673,8.649525173,11,10,2012
1148,20/02/2013,LAS,JFK,12.37037037,11.76105052,8.522134746,20,02,2013
1149,22/02/2013,BOS,ORD,7.666666667,11.08806529,5.72795983,22,02,2013
1150,29/08/2012,LGA,CLT,9.294117647,11.39359863,7.808366554,29,08,2012
1151,14/07/2012,BOS,LGA,5.75,6.52090183,4.131758533,14,07,2012
1152,17/02/2012,JFK,LAX,15.43333333,13.32119993,10.49362149,17,02,2012
1153,08/11/2011,LAX,ATL,12.26086957,11.20629091,9.478288066,08,11,2011
1154,27/05/2012,ORD,PHL,12.0,9.319679735,10.34662416,27,05,2012
1155,04/11/2011,JFK,LAS,13.59259259,10.78669374,8.928171745,04,11,2011
1156,08/09/2012,ORD,DEN,13.86956522,10.17404162,10.95571394,08,09,2012
1157,03/10/2011,SFO,LAS,12.28,11.21998724,7.945229176,03,10,2011
1158,24/01/2012,JFK,MCO,13.92592593,10.14997708,10.68041315,24,01,2012
1159,14/10/2011,DTW,LGA,12.17391304,11.49835482,8.684637292,14,10,2011
1160,03/09/2011,DEN,SFO,12.68,9.319679735,8.270026199,03,09,2011
1161,29/05/2012,ORD,SEA,12.48,11.34744389,8.180871999,29,05,2012
1162,27/06/2012,SEA,ORD,15.0,10.98777361,10.3494498,27,06,2012
1163,07/01/2013,MCO,ATL,12.75,11.39359863,10.71062049,07,01,2013
1164,31/01/2012,DTW,LGA,4.333333333,10.39900989,3.16227766,31,01,2012
1165,04/11/2012,BOS,PHL,9.277777778,10.34162149,10.07504521,04,11,2012
1166,09/09/2012,LAX,BOS,12.625,11.1074923,8.586199747,09,09,2012
1167,07/11/2012,CLT,ATL,9.117647059,11.24259329,6.772022897,07,11,2012
1168,06/02/2012,BOS,PHL,8.571428571,11.61602201,9.677207844,06,02,2012
1169,12/02/2012,JFK,SFO,9.894736842,12.16628554,7.992320876,12,02,2012
1170,22/11/2012,SFO,DFW,8.785714286,8.714712485,8.229202891,22,11,2012
1171,11/09/2012,LAX,EWR,14.17857143,10.65597315,9.775455171,11,09,2012
1172,30/01/2013,DFW,DEN,8.555555556,11.45875724,5.436502143,30,01,2013
1173,10/11/2012,MIA,JFK,17.32142857,10.10916635,13.50186152,10,11,2012
1174,05/01/2012,JFK,MCO,13.67857143,10.52862159,10.35321947,05,01,2012
1175,01/06/2012,DEN,SFO,12.56521739,10.66211806,10.12569229,01,06,2012
1176,29/04/2012,ATL,ORD,9.5,11.39359863,8.198202627,29,04,2012
1177,15/04/2012,MCO,EWR,14.34615385,10.96183473,10.88463985,15,04,2012
1178,21/08/2012,LGA,CLT,7.142857143,11.29138259,5.081749288,21,08,2012
1179,18/07/2012,ORD,DEN,13.8,11.4142063,10.78965554,18,07,2012
1180,21/12/2011,LGA,DFW,10.23809524,10.74021219,6.594730941,21,12,2011
1181,27/12/2012,ORD,BOS,13.53846154,10.18991385,9.956829894,27,12,2012
1182,12/10/2011,LGA,ATL,8.388888889,12.53754158,6.920888152,12,10,2011
1183,31/01/2012,SFO,JFK,9.75,11.99427654,6.298496061,31,01,2012
1184,03/03/2013,BOS,PHL,5.363636364,9.03429147,4.056420276,03,03,2013
1185,20/01/2012,ATL,ORD,10.05555556,12.01220914,9.077912576,20,01,2012
1186,07/08/2012,LGA,MIA,15.2,11.01335667,10.36372986,07,08,2012
1187,21/01/2012,MSP,DEN,9.277777778,8.550853187,7.010962471,21,01,2012
1188,01/12/2011,BOS,EWR,11.33333333,11.71627517,10.09367886,01,12,2011
1189,23/01/2013,LAX,LAS,13.66666667,10.5933842,13.42504689,23,01,2013
1190,15/02/2013,MSP,ORD,9.777777778,11.91451213,8.011429744,15,02,2013
1191,15/10/2011,ATL,DEN,12.32,10.06744256,9.343982021,15,10,2011
1192,16/04/2012,ORD,SFO,11.2,12.66336672,9.006430451,16,04,2012
1193,13/01/2012,ATL,LGA,8.0625,12.18806653,5.960634754,13,01,2012
1194,13/01/2013,LGA,DTW,11.04761905,10.89265509,8.188261052,13,01,2013
1195,09/01/2012,EWR,ORD,8.777777778,11.96705014,5.806239601,09,01,2012
1196,17/01/2012,CLT,ATL,8.625,10.4615289,6.810531061,17,01,2012
1197,16/09/2011,MSP,DEN,10.05,11.06843379,6.684428094,16,09,2011
1198,03/11/2011,SFO,ATL,12.5,11.3044702,8.792289112,03,11,2011
1199,09/12/2012,BOS,EWR,6.857142857,9.499720628,4.605300339,09,12,2012
1200,20/05/2012,ORD,DFW,13.53846154,11.98524517,10.81935587,20,05,2012
1201,10/09/2011,DEN,MSP,6.6,9.120382559,5.382511363,10,09,2011
1202,12/05/2012,ORD,PHL,12.95454545,10.10916635,10.72370437,12,05,2012
1203,13/03/2012,BOS,LAX,8.611111111,11.338928,5.521496908,13,03,2012
1204,20/12/2012,DEN,ORD,12.65217391,10.66211806,10.02092672,20,12,2012
1205,05/07/2012,ORD,SFO,13.19230769,10.58061035,9.355294675,05,07,2012
1206,31/12/2011,SFO,DFW,10.19047619,9.120382559,6.53160813,31,12,2011
1207,26/12/2011,MIA,ATL,13.56,9.871885164,9.836496666,26,12,2011
1208,08/08/2012,SFO,SEA,12.92,11.47072504,8.475061455,08,08,2012
1209,07/10/2011,DEN,ORD,13.56,11.2470818,9.394501938,07,10,2011
1210,02/09/2012,DEN,LAX,12.58333333,10.18199462,8.36096867,02,09,2012
1211,08/09/2011,ORD,DEN,11.75,11.40599054,7.513755502,08,09,2011
1212,14/02/2012,EWR,ORD,6.4,11.17393612,4.954074802,14,02,2012
1213,01/10/2012,SFO,BOS,11.95454545,11.10265448,8.736771076,01,10,2012
1214,09/09/2011,EWR,SFO,12.68,11.22906257,8.158431222,09,09,2011
1215,14/03/2012,LAS,ORD,11.0,11.338928,7.635443668,14,03,2012
1216,10/06/2012,SFO,LAX,20.42857143,12.23352338,14.29785199,10,06,2012
1217,27/05/2012,BOS,EWR,10.11764706,8.307249713,6.85458198,27,05,2012
1218,06/07/2012,EWR,LAX,13.51851852,9.963323857,8.811576173,06,07,2012
1219,25/05/2012,ORD,PHL,10.90909091,11.40599054,7.405976293,25,05,2012
1220,16/07/2012,ORD,SFO,15.13793103,12.50813565,10.38791928,16,07,2012
1221,11/04/2012,ORD,ATL,8.222222222,11.97919986,6.320420272,11,04,2012
1222,12/01/2013,PHX,DEN,10.72727273,9.175645143,8.865029306,12,01,2013
1223,16/01/2013,ORD,ATL,7.666666667,11.30011786,5.433581648,16,01,2013
1224,23/01/2012,ATL,SFO,8.0,11.33037305,5.537749242,23,01,2012
1225,05/03/2012,ATL,BOS,8.0,11.54860591,5.316640543,05,03,2012
1226,01/01/2013,ATL,PHL,7.8125,9.465076119,5.281650626,01,01,2013
1227,05/07/2012,ATL,EWR,10.13333333,9.441616996,10.68955877,05,07,2012
1228,31/05/2012,PHL,BOS,7.4,11.34319081,5.082181759,31,05,2012
1229,29/01/2012,SFO,SEA,10.42105263,10.8208101,8.098805052,29,01,2012
1230,07/09/2011,EWR,SFO,12.20833333,10.96705145,8.123926908,07,09,2011
1231,12/11/2011,DEN,ORD,10.73684211,9.465076119,9.054416389,12,11,2011
1232,29/12/2012,DFW,BOS,7.266666667,7.2581505,4.832430129,29,12,2012
1233,08/04/2012,SEA,LAX,8.736842105,10.40606085,7.046213367,08,04,2012
1234,28/02/2012,ORD,PHL,6.785714286,11.45073583,6.863264209,28,02,2012
1235,15/10/2012,ORD,IAH,10.52380952,11.41010294,6.896513957,15,10,2012
1236,23/12/2012,BOS,SFO,10.0,9.567136731,5.627314339,23,12,2012
1237,08/08/2012,ATL,ORD,7.833333333,11.98826049,5.823380866,08,08,2012
1238,28/06/2012,SFO,ATL,9.055555556,11.05357334,6.082493899,28,06,2012
1239,24/07/2012,ORD,SEA,14.21428571,10.79813534,9.949342591,24,07,2012
1240,19/11/2011,PHL,ORD,10.38888889,9.453383443,7.949390571,19,11,2011
1241,06/04/2012,PHL,DFW,8.4,10.19779959,8.042742958,06,04,2012
1242,08/06/2012,ORD,LAS,12.48,10.84877128,8.261961026,08,06,2012
1243,24/03/2012,ATL,MIA,12.92,10.04195275,8.925245095,24,03,2012
1244,12/01/2013,DFW,ORD,9.65,9.610763884,6.175290319,12,01,2013
1245,08/02/2012,MSP,ATL,12.0,10.41308525,9.366283827,08,02,2012
1246,22/09/2012,EWR,ORD,12.58333333,9.8624898,9.088533945,22,09,2012
1247,27/08/2012,MCO,ATL,13.12,11.37276069,8.941103586,27,08,2012
1248,22/11/2012,LAS,DEN,8.529411765,8.732061222,6.17573525,22,11,2012
1249,05/10/2011,DFW,LAX,10.15,11.79477613,7.102816343,05,10,2011
1250,20/05/2012,ATL,LGA,10.79166667,12.51723311,7.342426839,20,05,2012
1251,01/08/2012,ORD,MSP,11.32,12.38076798,7.883104295,01,08,2012
1252,25/07/2012,PHL,MCO,14.5,10.25208546,10.92265297,25,07,2012
1253,10/10/2012,LAX,DFW,16.1,11.51007198,11.15208346,10,10,2012
1254,13/01/2013,LAX,ATL,12.15384615,11.150477,8.862019218,13,01,2013
1255,24/06/2012,ATL,EWR,11.2173913,10.39900989,8.903301337,24,06,2012
1256,03/01/2012,ORD,PHX,11.65217391,10.93022421,7.825417187,03,01,2012
1257,17/09/2012,BOS,SFO,16.1,12.55540975,11.14589765,17,09,2012
1258,27/10/2012,SFO,ORD,14.66666667,11.04859343,10.36265484,27,10,2012
1259,08/09/2011,JFK,MCO,12.28,9.765837305,7.759510294,08,09,2011
1260,08/01/2012,MSP,ORD,9.7,10.18199462,6.275264725,08,01,2012
1261,28/10/2012,DTW,ORD,10.84210526,10.37053642,8.661942032,28,10,2012
1262,09/12/2012,LAX,ATL,13.78571429,11.21998724,10.08980836,09,12,2012
1263,25/08/2012,LGA,CLT,13.15,9.465076119,11.21688108,25,08,2012
1264,03/11/2011,ATL,ORD,12.04166667,12.217606,8.045950462,03,11,2011
1265,25/05/2012,LAX,IAH,12.72727273,10.79813534,10.97261447,25,05,2012
1266,14/08/2012,ATL,DTW,9.421052632,11.01843144,6.256692323,14,08,2012
1267,15/06/2012,DEN,SEA,12.68,11.16926784,9.017205776,15,06,2012
1268,08/02/2013,ORD,DEN,9.842105263,10.94609644,6.994149602,08,02,2013
1269,09/01/2012,DFW,ORD,10.5,12.19077135,7.458657986,09,01,2012
1270,30/04/2012,LAX,ORD,12.96296296,12.13591517,9.665487697,30,04,2012
1271,14/05/2012,ORD,DFW,11.65217391,12.95414769,9.043373745,14,05,2012
1272,16/04/2012,BOS,LAX,9.222222222,11.08806529,6.539972617,16,04,2012
1273,13/06/2012,ATL,DEN,11.26086957,10.94609644,7.19354124,13,06,2012
1274,12/06/2012,PHX,DEN,8.823529412,10.65597315,6.366271418,12,06,2012
1275,23/12/2012,ATL,MSP,13.08,9.453383443,10.28720889,23,12,2012
1276,02/06/2012,SFO,DEN,13.64,10.16605456,10.16890686,02,06,2012
1277,02/11/2012,ORD,SEA,12.80952381,10.14997708,10.72669123,02,11,2012
1278,03/01/2013,DTW,ORD,6.9375,9.871885164,5.2213504,03,01,2013
1279,09/03/2012,DFW,LAS,11.04761905,10.87084226,7.946547618,09,03,2012
1280,25/01/2012,SFO,ORD,12.0,12.07939642,8.821461433,25,01,2012
1281,11/11/2012,LGA,ATL,9.0,11.87651471,6.859492079,11,11,2012
1282,11/02/2013,ATL,LGA,7.941176471,13.01940645,6.436911024,11,02,2013
1283,12/12/2012,DFW,PHL,8.0,10.94609644,8.809086218,12,12,2012
1284,22/12/2012,ORD,DFW,14.42307692,10.34162149,11.19704631,22,12,2012
1285,20/10/2012,LAX,LAS,17.75,11.61602201,13.48595446,20,10,2012
1286,13/03/2012,ORD,BOS,11.09090909,12.22026835,7.501803535,13,03,2012
1287,22/10/2011,LGA,DTW,8.388888889,9.954379112,6.25101299,22,10,2011
1288,05/12/2012,SFO,DFW,11.05555556,10.93552998,10.97308055,05,12,2012
1289,15/04/2012,ATL,EWR,13.0,10.50207345,12.04752494,15,04,2012
1290,06/11/2011,DEN,ATL,10.14285714,10.58061035,6.475227519,06,11,2011
1291,19/07/2012,SFO,BOS,12.20833333,11.59753846,8.214404986,19,07,2012
1292,01/11/2011,SFO,DEN,11.57894737,10.9408207,9.233488503,01,11,2011
1293,16/01/2013,DFW,ATL,7.941176471,11.89561019,6.138715137,16,01,2013
1294,17/01/2013,ATL,LGA,9.055555556,12.68837236,6.197458893,17,01,2013
1295,29/10/2011,ORD,EWR,9.294117647,10.57419046,6.835246026,29,10,2011
1296,17/05/2012,LAX,DFW,11.39130435,12.12194525,9.403766801,17,05,2012
1297,08/10/2011,ATL,ORD,9.352941176,10.64362228,7.466099856,08,10,2011
1298,11/04/2012,MCO,PHL,14.72413793,10.74021219,9.873834657,11,04,2012
1299,10/12/2011,ATL,DEN,11.0952381,9.8624898,9.720621183,10,12,2011
1300,18/12/2012,DFW,LAX,13.03703704,11.2470818,9.456302259,18,12,2012
1301,02/07/2012,SFO,LAS,13.26923077,10.34889236,8.688188268,02,07,2012
1302,06/01/2013,PHL,DFW,8.058823529,9.981085665,5.15352535,06,01,2013
1303,01/04/2012,DFW,SFO,10.7,10.8151672,7.746646133,01,04,2012
1304,09/11/2011,ATL,PHL,12.83333333,11.75764417,10.52395473,09,11,2011
1305,12/10/2011,ATL,BOS,9.315789474,11.58635975,7.824836751,12,10,2011
1306,13/10/2012,BOS,LGA,8.357142857,9.175645143,9.935229802,13,10,2012
1307,26/01/2013,ORD,IAH,10.55555556,8.974607153,7.905487463,26,01,2013
1308,16/08/2012,EWR,ATL,10.9047619,11.49443268,7.719486783,16,08,2012
1309,25/03/2012,ATL,DTW,10.52631579,10.51539476,9.726072755,25,03,2012
1310,01/11/2012,ATL,DFW,11.91304348,11.74738763,9.995058067,01,11,2012
1311,06/01/2012,ORD,PHL,12.33333333,10.5933842,10.50490082,06,01,2012
1312,29/05/2012,SFO,JFK,16.03125,12.73941484,11.68810914,29,05,2012
1313,26/05/2012,JFK,LAX,17.875,12.26755195,13.30474085,26,05,2012
1314,16/07/2012,DFW,PHL,5.636363636,10.84321248,4.47823017,16,07,2012
1315,04/11/2012,LAX,DEN,15.81481481,10.7809465,11.34099791,04,11,2012
1316,25/03/2012,DFW,PHL,8.066666667,10.23673578,6.562519841,25,03,2012
1317,07/08/2012,DEN,SEA,12.96,10.70457462,8.767743914,07,08,2012
1318,04/12/2012,DFW,LAX,12.54545455,11.338928,9.545516388,04,12,2012
1319,27/08/2012,ORD,IAH,7.266666667,11.21543297,4.92031745,27,08,2012
1320,15/10/2012,LAX,ORD,15.27586207,12.29842122,10.74342507,15,10,2012
1321,20/12/2011,LAX,SEA,11.5,10.97225362,8.682816614,20,12,2011
1322,22/11/2011,ORD,SEA,10.0,10.18199462,7.257180352,22,11,2011
1323,01/09/2011,PHL,BOS,9.058823529,11.37694695,6.950454915,01,09,2011
1324,04/02/2013,ATL,ORD,10.23529412,11.91764391,8.17411625,04,02,2013
1325,09/02/2013,DEN,PHX,8.65,9.42977584,6.002411796,09,02,2013
1326,07/09/2011,CLT,LGA,9.722222222,11.23358372,6.815255859,07,09,2011
1327,03/11/2011,ORD,EWR,9.421052632,12.18264508,6.405863542,03,11,2011
1328,11/01/2013,ORD,ATL,10.21052632,11.58635975,7.502436251,11,01,2013
1329,22/07/2012,PHX,DEN,11.28571429,10.44092122,7.982122883,22,07,2012
1330,28/09/2012,SEA,SFO,8.235294118,11.41830065,5.425972399,28,09,2012
1331,06/11/2012,LGA,MIA,12.6,10.64980794,9.548123725,06,11,2012
1332,04/09/2011,ATL,MIA,11.73913043,9.357105253,7.949942203,04,09,2011
1333,17/12/2012,ORD,DEN,8.944444444,10.69254248,6.159375658,17,12,2012
1334,15/08/2012,LAX,BOS,13.07692308,10.95660338,8.527241415,15,08,2012
1335,06/06/2012,JFK,LAS,15.46875,10.66824278,11.30796001,06,06,2012
1336,13/11/2011,PHL,ORD,10.73913043,11.77461404,7.857928199,13,11,2011
1337,07/03/2012,MSP,ATL,11.77272727,10.86534895,8.852935043,07,03,2012
1338,27/07/2012,LAS,LAX,16.23333333,11.51784273,11.19323482,27,07,2012
1339,01/03/2013,CLT,LGA,7.9375,10.8151672,5.543389457,01,03,2013
1340,05/02/2012,LGA,ORD,8.0,11.72670377,5.049752469,05,02,2012
1341,18/10/2011,DEN,MSP,9.894736842,10.63741603,7.489954286,18,10,2011
1342,21/10/2012,DFW,ORD,12.44,12.14424716,8.256714439,21,10,2012
1343,07/11/2012,LGA,DTW,9.941176471,10.41308525,9.832793272,07,11,2012
1344,25/02/2013,EWR,LAX,8.529411765,10.98777361,5.602651683,25,02,2013
1345,15/10/2011,ORD,DTW,10.76190476,9.589077875,7.713006949,15,10,2011
1346,10/01/2012,DEN,ORD,13.66666667,10.39900989,12.0,10,01,2012
1347,22/02/2013,SEA,SFO,9.3,11.44671215,6.936554582,22,02,2013
1348,17/08/2012,PHL,MCO,15.3,10.561284,10.30617492,17,08,2012
1349,06/04/2012,BOS,PHL,9.823529412,10.12559797,7.788094232,06,04,2012
1350,04/01/2012,SFO,DEN,13.08333333,10.3848275,9.703951085,04,01,2012
1351,12/02/2013,PHL,ATL,9.117647059,11.21086754,8.038052881,12,02,2013
1352,12/11/2012,PHL,DFW,6.692307692,11.61969684,5.375633535,12,11,2012
1353,22/02/2013,DFW,PHL,6.0,11.01843144,3.894440482,22,02,2013
1354,19/10/2012,ATL,MSP,10.76190476,11.11713044,7.502697927,19,10,2012
1355,26/11/2012,MSP,DEN,9.684210526,11.26936373,6.532420273,26,11,2012
1356,07/10/2012,LAX,BOS,14.39285714,10.72247853,11.31481914,07,10,2012
1357,12/01/2012,SEA,LAX,11.0,11.11231759,9.771063617,12,01,2012
1358,28/01/2013,ATL,ORD,7.4,11.94251063,5.248128918,28,01,2013
1359,04/11/2011,DTW,ORD,11.59090909,11.35168729,8.661128767,04,11,2011
1360,04/09/2012,SFO,JFK,16.77142857,12.98087976,11.58113505,04,09,2012
1361,17/08/2012,DEN,ORD,12.63636364,11.09294105,10.0073566,17,08,2012
1362,26/05/2012,ORD,SEA,17.19354839,9.963323857,12.2458683,26,05,2012
1363,28/01/2013,BOS,LAX,7.8125,10.88178056,5.344389582,28,01,2013
1364,05/01/2013,MIA,LGA,17.60606061,10.5482876,11.5972502,05,01,2013
1365,16/09/2012,ATL,MSP,10.0952381,10.6804322,8.324090112,16,09,2012
1366,10/12/2011,ATL,BOS,10.9,9.42977584,9.307043173,10,12,2011
1367,04/10/2012,LAX,IAH,11.45,10.6186724,9.236512215,04,10,2012
1368,27/10/2011,CLT,ATL,11.52380952,10.97225362,9.064320425,27,10,2011
1369,16/04/2012,SFO,DEN,9.9,10.89265509,6.797058187,16,04,2012
1370,11/12/2012,DFW,LAS,11.59090909,9.795362604,8.775827683,11,12,2012
1371,14/07/2012,SFO,LAS,15.37037037,10.48191135,11.75764284,14,07,2012
1372,11/02/2013,DFW,PHL,6.615384615,11.04360019,5.29997581,11,02,2013
1373,05/03/2012,BOS,ORD,6.733333333,11.85398669,5.599319687,05,03,2012
1374,31/10/2011,DEN,DFW,5.75,10.65597315,4.092676386,31,10,2011
1375,27/08/2012,ORD,DEN,12.69565217,11.1074923,9.112602575,27,08,2012
1376,18/10/2012,PHL,DFW,8.823529412,11.01335667,6.156655891,18,10,2012
