,DateOfDeparture,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd,DateDay,DateMonth,DateYear,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2399,18/12/2011,MSP,DEN,9.25,9.453383443,6.812334015,18,12,2011,8,1,-6,1,-3,-7,92,71,49,1021,1011,1005,16,16,13,26,13,35.0,0.00,2,,183
2400,05/09/2012,ORD,PHX,12.72727273,10.05048812,9.447508204,05,09,2012,30,24,17,19,17,16,100,74,48,1014,1009,1007,16,15,8,32,11,47.0,4.06,5,Rain-Thunderstorm,236
2401,07/10/2012,DFW,BOS,9.157894737,10.22125872,5.927929729,07,10,2012,12,10,8,3,1,-1,66,55,44,1026,1024,1023,16,16,16,29,14,35.0,T,8,Rain,22
2402,01/08/2012,DFW,LAX,14.66666667,11.77798956,9.052846126,01,08,2012,41,34,27,21,18,14,65,43,21,1013,1011,1008,16,16,16,24,19,39.0,0.00,2,,187
2403,16/07/2012,LGA,BOS,5.923076923,12.61448137,5.219539227,16,07,2012,31,27,22,22,20,18,84,65,46,1011,1009,1007,16,16,16,26,16,35.0,T,4,,235
2404,16/07/2012,LGA,CLT,6.625,11.51007198,4.773189011,16,07,2012,31,27,22,22,20,18,84,65,46,1011,1009,1007,16,16,16,26,16,35.0,T,4,,235
2405,21/10/2011,ATL,PHL,8.315789474,11.56001253,6.08324321,21,10,2011,17,11,4,3,2,0,85,59,32,1021,1020,1018,16,16,16,29,13,40.0,0.00,0,,294
2406,21/10/2011,ATL,BOS,8.777777778,11.39359863,5.826466547,21,10,2011,17,11,4,3,2,0,85,59,32,1021,1020,1018,16,16,16,29,13,40.0,0.00,0,,294
2407,21/10/2011,ATL,MCO,14.90625,12.11351279,9.88436163,21,10,2011,17,11,4,3,2,0,85,59,32,1021,1020,1018,16,16,16,29,13,40.0,0.00,0,,294
2408,01/03/2012,DTW,ORD,7.714285714,11.45875724,6.450146944,01,03,2012,7,4,2,2,0,-1,89,76,62,1012,1007,1001,16,13,2,26,19,34.0,0.25,8,Rain-Snow,226
2409,18/02/2013,LGA,DFW,8.375,11.25155953,6.438167441,18,02,2013,2,-2,-7,-12,-15,-17,51,39,26,1024,1022,1016,16,16,16,50,26,64.0,0.00,1,,278
2410,08/12/2012,ATL,DFW,9.75,10.25208546,6.422616289,08,12,2012,21,17,12,16,12,9,97,79,61,1017,1016,1015,16,14,6,14,3,21.0,1.52,7,Rain,165
2411,08/12/2012,ATL,BOS,9.352941176,9.843555873,7.793756928,08,12,2012,21,17,12,16,12,9,97,79,61,1017,1016,1015,16,14,6,14,3,21.0,1.52,7,Rain,165
2412,08/12/2012,ATL,DTW,9.277777778,9.42977584,6.875408485,08,12,2012,21,17,12,16,12,9,97,79,61,1017,1016,1015,16,14,6,14,3,21.0,1.52,7,Rain,165
2413,08/12/2012,ATL,ORD,9.947368421,9.344713342,9.312319703,08,12,2012,21,17,12,16,12,9,97,79,61,1017,1016,1015,16,14,6,14,3,21.0,1.52,7,Rain,165
2414,03/10/2011,LGA,CLT,9.411764706,10.90346657,7.80271446,03,10,2011,14,12,9,8,6,3,77,64,51,1017,1016,1013,16,16,16,19,10,24.0,0.51,6,Rain,174
2415,25/10/2012,LAX,IAH,13.77777778,10.83204493,9.516517355,25,10,2012,27,23,18,14,5,0,66,43,20,1018,1016,1013,16,16,16,40,22,58.0,0.00,0,,312
2416,19/01/2012,ORD,MSP,12.56521739,12.03878882,10.59942574,19,01,2012,-2,-8,-15,-6,-15,-24,81,62,42,1024,1015,1008,16,13,3,37,20,48.0,0.25,5,Snow,288
2417,19/01/2012,ORD,DTW,8.571428571,11.57511363,9.677207844,19,01,2012,-2,-8,-15,-6,-15,-24,81,62,42,1024,1015,1008,16,13,3,37,20,48.0,0.25,5,Snow,288
2418,15/06/2012,DFW,BOS,9.368421053,10.89806866,6.184303844,15,06,2012,33,27,21,22,21,18,90,70,49,1015,1012,1011,16,16,8,39,19,60.0,8.38,6,Rain-Thunderstorm,170
2419,15/06/2012,DFW,LAS,12.92,10.21347175,9.082584067,15,06,2012,33,27,21,22,21,18,90,70,49,1015,1012,1011,16,16,8,39,19,60.0,8.38,6,Rain-Thunderstorm,170
2420,18/11/2012,LAX,BOS,11.85714286,10.58061035,10.14044237,18,11,2012,19,17,15,15,14,11,100,82,63,1022,1020,1019,16,13,1,27,14,34.0,0.00,5,Fog,270
2421,18/11/2012,LAX,DFW,16.28125,10.98261462,11.55975883,18,11,2012,19,17,15,15,14,11,100,82,63,1022,1020,1019,16,13,1,27,14,34.0,0.00,5,Fog,270
2422,18/11/2012,LAX,SFO,13.64285714,11.87331303,10.14054672,18,11,2012,19,17,15,15,14,11,100,82,63,1022,1020,1019,16,13,1,27,14,34.0,0.00,5,Fog,270
2423,05/12/2012,LAX,IAH,12.72727273,10.561284,10.54325249,05,12,2012,17,14,12,14,13,12,100,89,78,1021,1019,1016,13,5,0,14,6,21.0,0.00,7,Fog,174
2424,05/12/2012,LAX,ATL,10.47619048,11.31314452,9.760220528,05,12,2012,17,14,12,14,13,12,100,89,78,1021,1019,1016,13,5,0,14,6,21.0,0.00,7,Fog,174
2425,05/12/2012,LAX,LAS,13.80769231,10.99804899,11.30316498,05,12,2012,17,14,12,14,13,12,100,89,78,1021,1019,1016,13,5,0,14,6,21.0,0.00,7,Fog,174
2426,05/12/2012,LAX,DEN,15.5,11.41830065,11.79915251,05,12,2012,17,14,12,14,13,12,100,89,78,1021,1019,1016,13,5,0,14,6,21.0,0.00,7,Fog,174
2427,18/02/2012,DFW,PHL,8.0,8.865330457,6.32455532,18,02,2012,12,10,8,9,8,6,100,86,71,1018,1014,1012,16,9,4,37,19,42.0,35.56,8,Rain,15
2428,14/10/2012,JFK,MCO,18.03125,10.93552998,12.41612992,14,10,2012,22,18,13,15,11,7,90,69,47,1027,1021,1015,16,16,16,39,27,47.0,0.00,6,,210
2429,11/11/2011,JFK,LAS,14.5862069,11.14574955,9.375184727,11,11,2011,11,8,6,6,-2,-6,80,56,32,1017,1008,1003,16,16,16,50,31,69.0,T,3,Rain,296
2430,07/07/2012,MCO,EWR,16.84375,10.47514192,11.81062773,07,07,2012,35,29,23,24,21,18,100,68,36,1019,1018,1017,16,16,16,26,8,32.0,0.00,2,,136
2431,22/09/2012,DEN,ORD,12.57894737,9.945391259,10.30272774,22,09,2012,27,17,7,2,0,-2,58,37,16,1027,1019,1015,16,16,11,34,16,40.0,0.00,1,,178
2432,13/06/2012,DTW,LGA,12.63636364,10.99291838,10.781578,13,06,2012,23,17,11,11,6,4,75,54,33,1023,1022,1020,16,16,16,24,12,32.0,0.00,3,,32
2433,07/06/2012,SFO,BOS,9.545454545,11.94559578,6.419666752,07,06,2012,19,15,11,11,9,7,86,67,48,1017,1016,1015,16,16,14,56,33,66.0,0.00,3,Fog,270
2434,07/06/2012,SFO,LAX,12.03846154,12.83940069,8.440288001,07,06,2012,19,15,11,11,9,7,86,67,48,1017,1016,1015,16,16,14,56,33,66.0,0.00,3,Fog,270
2435,27/01/2013,BOS,EWR,8.466666667,9.610763884,6.457184998,27,01,2013,0,-5,-10,-17,-19,-22,58,41,23,1031,1028,1024,16,16,16,37,22,58.0,0.00,1,,300
2436,02/11/2011,ATL,MCO,11.73913043,11.76445066,8.164320332,02,11,2011,20,13,6,3,2,-1,76,51,26,1029,1026,1024,16,16,16,24,11,29.0,0.00,0,,104
2437,02/11/2011,ATL,MSP,10.25,10.50207345,8.955298344,02,11,2011,20,13,6,3,2,-1,76,51,26,1029,1026,1024,16,16,16,24,11,29.0,0.00,0,,104
2438,24/12/2011,DEN,SFO,13.08695652,9.004688059,8.764147231,24,12,2011,3,-4,-12,-8,-12,-17,61,49,36,1035,1031,1029,16,16,16,50,15,0.0,0.00,1,,212
2439,24/12/2011,DEN,SEA,12.39130435,9.544934376,8.830418143,24,12,2011,3,-4,-12,-8,-12,-17,61,49,36,1035,1031,1029,16,16,16,50,15,0.0,0.00,1,,212
2440,31/07/2012,JFK,LAS,15.23333333,10.66824278,9.953974543,31,07,2012,26,24,21,19,18,17,84,72,60,1019,1016,1013,16,16,16,23,11,,0.00,6,,104
2441,19/11/2012,SFO,DEN,9.631578947,10.51539476,6.873544503,19,11,2012,19,16,11,10,8,4,77,60,42,1024,1022,1022,16,16,16,26,12,32.0,0.00,5,,145
2442,01/12/2011,ORD,DEN,9.058823529,11.57511363,6.850826485,01,12,2011,9,3,-4,0,-3,-6,89,64,39,1026,1024,1022,16,15,8,27,11,37.0,T,7,Rain-Snow,251
2443,01/12/2011,ORD,PHX,11.61904762,10.69254248,9.238377512,01,12,2011,9,3,-4,0,-3,-6,89,64,39,1026,1024,1022,16,15,8,27,11,37.0,T,7,Rain-Snow,251
2444,01/12/2011,ORD,BOS,11.43478261,12.62949563,7.554806339,01,12,2011,9,3,-4,0,-3,-6,89,64,39,1026,1024,1022,16,15,8,27,11,37.0,T,7,Rain-Snow,251
2445,21/11/2011,DEN,PHX,10.52631579,10.80950718,8.500773959,21,11,2011,12,3,-6,-3,-6,-8,81,55,28,1020,1016,1013,16,16,13,19,6,21.0,0.00,4,,255
2446,21/02/2013,DFW,LGA,8.055555556,11.68463486,6.402869046,21,02,2013,20,13,6,8,3,-4,86,53,19,1013,1007,1002,16,15,2,48,22,60.0,3.30,5,Rain-Thunderstorm,341
2447,21/02/2013,DFW,PHL,6.785714286,11.12193089,4.627319733,21,02,2013,20,13,6,8,3,-4,86,53,19,1013,1007,1002,16,15,2,48,22,60.0,3.30,5,Rain-Thunderstorm,341
2448,28/01/2012,LGA,BOS,3.0,7.949794623,2.160246899,28,01,2012,8,6,3,-1,-2,-4,70,60,49,1016,1012,1004,16,16,16,40,20,53.0,0.00,3,,243
2449,28/01/2012,LGA,DTW,7.2,9.307035783,4.813671008,28,01,2012,8,6,3,-1,-2,-4,70,60,49,1016,1012,1004,16,16,16,40,20,53.0,0.00,3,,243
2450,03/10/2011,SEA,DEN,9.833333333,10.43400108,7.625421878,03,10,2011,17,14,11,12,11,8,96,80,64,1011,1010,1010,16,16,16,21,10,26.0,2.54,8,Rain,171
2451,03/10/2011,SEA,ORD,10.28571429,11.22453043,6.619236037,03,10,2011,17,14,11,12,11,8,96,80,64,1011,1010,1010,16,16,16,21,10,26.0,2.54,8,Rain,171
2452,04/10/2012,SFO,ATL,14.26923077,11.99427654,10.33656691,04,10,2012,22,19,15,13,11,11,75,62,49,1021,1019,1016,16,16,16,34,14,40.0,0.00,3,,246
2453,04/10/2012,SFO,LAS,18.88888889,10.99291838,11.92782528,04,10,2012,22,19,15,13,11,11,75,62,49,1021,1019,1016,16,16,16,34,14,40.0,0.00,3,,246
2454,04/10/2012,SFO,DFW,13.73076923,12.09653262,11.29445065,04,10,2012,22,19,15,13,11,11,75,62,49,1021,1019,1016,16,16,16,34,14,40.0,0.00,3,,246
2455,04/10/2012,SFO,SEA,13.26086957,11.80477603,11.16495081,04,10,2012,22,19,15,13,11,11,75,62,49,1021,1019,1016,16,16,16,34,14,40.0,0.00,3,,246
2456,09/02/2012,ATL,DTW,9.578947368,10.58700821,8.434820616,09,02,2012,12,7,2,-2,-3,-4,70,54,38,1026,1024,1022,16,16,16,23,9,26.0,0.00,5,,309
2457,09/02/2012,ATL,PHL,11.2,11.76784461,10.78790746,09,02,2012,12,7,2,-2,-3,-4,70,54,38,1026,1024,1022,16,16,16,23,9,26.0,0.00,5,,309
2458,09/02/2012,ATL,MSP,12.45833333,10.67434745,9.357532036,09,02,2012,12,7,2,-2,-3,-4,70,54,38,1026,1024,1022,16,16,16,23,9,26.0,0.00,5,,309
2459,09/02/2012,ATL,LAX,15.68,11.20629091,13.57301244,09,02,2012,12,7,2,-2,-3,-4,70,54,38,1026,1024,1022,16,16,16,23,9,26.0,0.00,5,,309
2460,09/02/2012,ATL,DFW,8.411764706,12.22558167,7.43352897,09,02,2012,12,7,2,-2,-3,-4,70,54,38,1026,1024,1022,16,16,16,23,9,26.0,0.00,5,,309
2461,09/02/2012,ATL,MIA,7.0,11.05853999,5.202563471,09,02,2012,12,7,2,-2,-3,-4,70,54,38,1026,1024,1022,16,16,16,23,9,26.0,0.00,5,,309
2462,29/02/2012,MIA,LGA,12.17391304,12.07076892,10.56001108,29,02,2012,28,25,22,21,19,19,84,73,62,1024,1022,1020,16,16,16,27,15,37.0,T,3,Rain,112
2463,22/04/2012,MSP,ATL,10.31818182,10.5220199,8.120440779,22,04,2012,13,9,5,6,4,2,96,73,50,1024,1021,1015,16,15,8,23,9,27.0,0.76,7,Rain,26
2464,26/08/2012,MSP,ATL,12.04166667,10.26730984,10.07570978,26,08,2012,30,25,19,19,17,13,93,65,37,1017,1015,1014,16,10,2,19,6,24.0,0.25,5,Rain,248
2465,09/10/2011,EWR,SFO,14.7037037,11.55241587,10.15197902,09,10,2011,31,22,13,13,11,9,86,56,26,1030,1028,1026,16,16,16,19,6,29.0,0.00,0,,265
2466,03/11/2012,BOS,EWR,9.8,9.09212481,9.777525249,03,11,2012,12,9,6,2,1,-1,70,58,46,1009,1006,1003,16,16,16,34,20,42.0,0.00,4,,299
2467,03/11/2012,BOS,SFO,11.47619048,10.15803314,7.131753274,03,11,2012,12,9,6,2,1,-1,70,58,46,1009,1006,1003,16,16,16,34,20,42.0,0.00,4,,299
2468,16/11/2012,PHL,ORD,10.61904762,12.01220914,7.338093693,16,11,2012,9,7,3,-1,-3,-4,70,55,39,1031,1028,1026,16,16,16,21,10,26.0,0.00,5,,351
2469,16/11/2012,PHL,DFW,9.105263158,11.04360019,5.801290439,16,11,2012,9,7,3,-1,-3,-4,70,55,39,1031,1028,1026,16,16,16,21,10,26.0,0.00,5,,351
2470,21/11/2011,BOS,ORD,8.5,11.3174666,5.338539126,21,11,2011,15,9,2,6,0,-3,65,58,51,1028,1025,1018,16,16,16,27,15,34.0,0.00,4,,28
2471,03/06/2012,ORD,PHX,12.04347826,10.6804322,8.604852019,03,06,2012,27,21,14,12,9,7,86,58,30,1010,1009,1008,16,16,14,29,16,40.0,T,4,,279
2472,03/06/2012,ORD,LAS,10.71428571,11.3174666,7.708066276,03,06,2012,27,21,14,12,9,7,86,58,30,1010,1009,1008,16,16,14,29,16,40.0,T,4,,279
2473,03/06/2012,ORD,IAH,9.105263158,10.92490331,5.801290439,03,06,2012,27,21,14,12,9,7,86,58,30,1010,1009,1008,16,16,14,29,16,40.0,T,4,,279
2474,03/06/2012,ORD,SEA,13.61538462,10.88178056,9.830877573,03,06,2012,27,21,14,12,9,7,86,58,30,1010,1009,1008,16,16,14,29,16,40.0,T,4,,279
2475,03/06/2012,ORD,ATL,11.71428571,11.49835482,10.11999435,03,06,2012,27,21,14,12,9,7,86,58,30,1010,1009,1008,16,16,14,29,16,40.0,T,4,,279
2476,28/05/2012,DFW,LGA,10.95238095,11.03859354,8.38734875,28,05,2012,35,28,21,20,19,16,90,66,41,1015,1010,1007,16,15,3,58,21,71.0,9.40,3,Rain-Thunderstorm,182
2477,28/05/2012,DFW,SFO,12.33333333,10.3848275,8.605694104,28,05,2012,35,28,21,20,19,16,90,66,41,1015,1010,1007,16,15,3,58,21,71.0,9.40,3,Rain-Thunderstorm,182
2478,26/12/2011,SFO,LAS,11.04761905,10.63741603,8.157672404,26,12,2011,11,8,4,7,5,1,89,80,71,1029,1027,1026,16,12,5,24,7,29.0,0.00,5,,290
2479,26/12/2011,SFO,BOS,10.05263158,9.511127243,7.427229813,26,12,2011,11,8,4,7,5,1,89,80,71,1029,1027,1026,16,12,5,24,7,29.0,0.00,5,,290
2480,26/12/2011,SFO,JFK,14.82758621,11.05853999,10.11741414,26,12,2011,11,8,4,7,5,1,89,80,71,1029,1027,1026,16,12,5,24,7,29.0,0.00,5,,290
2481,26/12/2011,SFO,DEN,12.70833333,9.589077875,9.562058932,26,12,2011,11,8,4,7,5,1,89,80,71,1029,1027,1026,16,12,5,24,7,29.0,0.00,5,,290
2482,26/03/2012,DTW,LGA,8.176470588,10.99291838,7.195791254,26,03,2012,10,5,0,-2,-6,-11,64,49,34,1030,1026,1019,16,16,16,34,20,45.0,0.00,2,,2
2483,07/10/2012,SFO,DFW,13.52,10.64980794,9.242654741,07,10,2012,21,17,13,11,11,9,86,67,47,1017,1015,1014,16,16,16,42,17,50.0,0.00,2,,274
2484,05/03/2013,ORD,PHL,8.125,9.8624898,5.536244214,05,03,2013,1,-1,-2,-1,-2,-3,100,85,69,1015,1012,1009,16,5,0,34,19,47.0,16.76,8,Fog-Snow,54
2485,17/02/2012,LAS,DFW,6.571428571,10.3848275,4.309458037,17,02,2012,17,11,4,-3,-6,-8,54,37,19,1022,1020,1017,16,16,16,23,7,29.0,0.00,1,,191
2486,17/02/2012,LAS,JFK,11.0,10.41308525,7.71362431,17,02,2012,17,11,4,-3,-6,-8,54,37,19,1022,1020,1017,16,16,16,23,7,29.0,0.00,1,,191
2487,17/02/2012,LAS,ORD,9.529411765,10.61238242,8.322542032,17,02,2012,17,11,4,-3,-6,-8,54,37,19,1022,1020,1017,16,16,16,23,7,29.0,0.00,1,,191
2488,20/06/2012,ORD,LAS,11.09090909,10.51539476,7.457237398,20,06,2012,35,30,25,19,17,14,56,46,36,1016,1014,1011,16,16,16,42,25,52.0,0.00,1,,207
2489,20/06/2012,ORD,LAX,11.43478261,12.22558167,7.768386325,20,06,2012,35,30,25,19,17,14,56,46,36,1016,1014,1011,16,16,16,42,25,52.0,0.00,1,,207
2490,20/06/2012,ORD,SFO,12.33333333,12.20691843,10.36982803,20,06,2012,35,30,25,19,17,14,56,46,36,1016,1014,1011,16,16,16,42,25,52.0,0.00,1,,207
2491,20/06/2012,ORD,BOS,11.17391304,12.59499798,7.081680424,20,06,2012,35,30,25,19,17,14,56,46,36,1016,1014,1011,16,16,16,42,25,52.0,0.00,1,,207
2492,02/09/2011,PHL,ATL,10.18181818,11.49443268,7.371995683,02,09,2011,25,22,18,17,16,14,87,71,54,1021,1019,1018,16,16,16,16,7,19.0,0.00,5,,149
2493,27/01/2013,JFK,LAX,17.57142857,12.98794407,12.35572198,27,01,2013,2,-3,-8,-11,-13,-15,67,47,27,1034,1032,1029,16,16,16,27,15,34.0,0.00,2,,305
2494,27/01/2013,JFK,LAS,12.70833333,12.39777765,9.317954462,27,01,2013,2,-3,-8,-11,-13,-15,67,47,27,1034,1032,1029,16,16,16,27,15,34.0,0.00,2,,305
2495,13/05/2012,DFW,SFO,11.76190476,10.95660338,10.46376969,13,05,2012,28,23,17,16,14,12,93,66,39,1022,1020,1017,16,16,16,24,14,34.0,0.00,3,,355
2496,07/07/2012,MSP,DEN,12.79166667,9.715565373,8.816876932,07,07,2012,30,24,18,19,15,11,87,62,37,1020,1019,1016,16,16,6,29,16,50.0,T,4,Rain-Thunderstorm,10
2497,17/01/2012,BOS,ORD,8.470588235,11.85722168,5.853606229,17,01,2012,9,5,1,6,2,-1,92,83,73,1019,1011,998,16,13,2,29,18,39.0,2.29,8,Rain-Snow,220
2498,04/06/2012,BOS,LGA,8.941176471,12.9559418,6.959441323,04,06,2012,12,11,10,10,9,8,96,90,83,1009,1005,1003,16,9,2,48,28,60.0,3.30,8,Rain,19
2499,04/06/2012,BOS,ORD,10.57142857,12.74745354,7.20813033,04,06,2012,12,11,10,10,9,8,96,90,83,1009,1005,1003,16,9,2,48,28,60.0,3.30,8,Rain,19
2500,04/06/2012,BOS,LAX,9.6,11.64521988,6.081897211,04,06,2012,12,11,10,10,9,8,96,90,83,1009,1005,1003,16,9,2,48,28,60.0,3.30,8,Rain,19
2501,01/12/2012,LGA,ATL,13.13043478,10.92490331,10.17262078,01,12,2012,0,-1,-2,-2,-5,-11,92,69,45,1037,1035,1033,16,10,1,21,10,34.0,0.76,8,Snow,342
2502,03/10/2012,ATL,MSP,12.22727273,10.95135731,9.763546478,03,10,2012,23,19,15,16,14,13,97,77,57,1023,1019,1016,16,14,3,23,5,23.0,0.00,6,,278
2503,17/11/2012,SFO,DEN,11.33333333,10.14997708,8.404363946,17,11,2012,18,15,12,14,12,10,87,77,67,1016,1013,1009,16,13,4,34,18,39.0,13.46,7,Rain,190
2504,17/11/2012,SFO,LAX,13.96428571,11.9640003,10.29736443,17,11,2012,18,15,12,14,12,10,87,77,67,1016,1013,1009,16,13,4,34,18,39.0,13.46,7,Rain,190
2505,17/11/2012,SFO,JFK,14.11538462,11.66323911,10.62573074,17,11,2012,18,15,12,14,12,10,87,77,67,1016,1013,1009,16,13,4,34,18,39.0,13.46,7,Rain,190
2506,02/01/2013,SEA,SFO,12.83333333,10.5482876,10.3321645,02,01,2013,6,3,-1,0,-6,-9,92,66,39,1028,1026,1023,16,16,16,27,12,35.0,0.00,1,,116
2507,23/06/2012,BOS,ATL,13.04347826,10.7809465,10.18232989,23,06,2012,27,23,18,20,17,15,93,74,54,1013,1010,1008,16,13,1,53,13,71.0,30.23,6,Rain-Hail-Thunderstorm,355
2508,07/04/2012,MCO,EWR,17.76666667,10.49537694,12.84304007,07,04,2012,27,22,16,13,11,9,78,57,35,1022,1019,1016,16,16,16,35,19,45.0,0.00,3,,35
2509,30/01/2012,MCO,EWR,10.45454545,10.79813534,8.192489433,30,01,2012,23,16,8,9,7,5,83,58,33,1029,1028,1027,16,16,16,32,16,39.0,0.00,1,,31
2510,03/11/2012,JFK,MCO,17.85714286,10.16605456,12.50210066,03,11,2012,11,8,5,-1,-2,-2,62,52,42,1014,1011,1008,16,16,16,45,26,56.0,0.00,4,,309
2511,04/12/2011,ORD,DFW,9.80952381,11.99427654,7.460690636,04,12,2011,11,7,2,9,4,-2,89,80,70,1025,1016,1011,16,15,6,45,20,58.0,0.51,8,Rain,260
2512,04/12/2011,ORD,EWR,9.111111111,11.29575534,6.397507685,04,12,2011,11,7,2,9,4,-2,89,80,70,1025,1016,1011,16,15,6,45,20,58.0,0.51,8,Rain,260
2513,04/12/2011,ORD,ATL,12.23809524,10.9408207,11.20671567,04,12,2011,11,7,2,9,4,-2,89,80,70,1025,1016,1011,16,15,6,45,20,58.0,0.51,8,Rain,260
2514,29/02/2012,LAX,ATL,15.14285714,11.42646248,10.84815835,29,02,2012,15,11,7,10,6,2,77,64,51,1026,1024,1022,16,16,16,35,16,42.0,0.00,4,,270
2515,29/02/2012,LAX,ORD,15.60714286,12.34876101,11.45794011,29,02,2012,15,11,7,10,6,2,77,64,51,1026,1024,1022,16,16,16,35,16,42.0,0.00,4,,270
2516,29/02/2012,LAX,DFW,14.65384615,11.76445066,10.89198717,29,02,2012,15,11,7,10,6,2,77,64,51,1026,1024,1022,16,16,16,35,16,42.0,0.00,4,,270
2517,06/11/2011,DFW,BOS,7.625,10.84877128,4.991659711,06,11,2011,26,22,18,18,16,12,84,74,64,1016,1014,1011,16,16,16,37,23,47.0,0.00,7,,164
2518,08/01/2012,ORD,LGA,10.72727273,12.80666409,8.982426325,08,01,2012,6,1,-4,-2,-4,-7,85,70,54,1028,1027,1025,16,16,13,14,4,21.0,0.00,4,,256
2519,08/01/2012,ORD,LAX,12.36,12.09083803,9.551963149,08,01,2012,6,1,-4,-2,-4,-7,85,70,54,1028,1027,1025,16,16,13,14,4,21.0,0.00,4,,256
2520,08/01/2012,ORD,IAH,11.90909091,10.74608613,8.755455937,08,01,2012,6,1,-4,-2,-4,-7,85,70,54,1028,1027,1025,16,16,13,14,4,21.0,0.00,4,,256
2521,28/01/2012,PHL,DFW,7.615384615,8.076712682,6.958669192,28,01,2012,9,5,1,0,-4,-9,75,54,33,1020,1016,1014,16,16,16,37,17,48.0,0.00,2,,243
2522,28/01/2012,PHL,BOS,7.538461538,8.218424557,6.527063973,28,01,2012,9,5,1,0,-4,-9,75,54,33,1020,1016,1014,16,16,16,37,17,48.0,0.00,2,,243
2523,18/09/2011,SFO,ATL,9.666666667,10.91956718,7.136759302,18,09,2011,27,20,13,16,11,8,80,59,38,1019,1017,1015,16,16,16,35,13,42.0,0.00,0,,303
2524,25/09/2012,EWR,BOS,14.31818182,11.69876353,11.93788034,25,09,2012,24,17,9,13,8,5,80,58,35,1023,1021,1020,16,16,16,35,16,47.0,0.00,3,,211
2525,25/09/2012,EWR,SFO,13.61538462,10.65597315,9.71216525,25,09,2012,24,17,9,13,8,5,80,58,35,1023,1021,1020,16,16,16,35,16,47.0,0.00,3,,211
2526,19/05/2012,JFK,LAX,16.625,12.72729144,11.21275196,19,05,2012,26,18,11,9,6,2,64,45,25,1022,1021,1020,16,16,16,27,10,34.0,0.00,1,,68
2527,11/10/2012,LGA,ORD,14.48,14.00779141,11.44595999,11,10,2012,15,11,7,7,2,0,77,57,37,1021,1017,1010,16,16,14,37,21,52.0,0.00,1,,260
2528,11/10/2012,LGA,CLT,8.764705882,11.70929024,6.959969574,11,10,2012,15,11,7,7,2,0,77,57,37,1021,1017,1010,16,16,14,37,21,52.0,0.00,1,,260
2529,14/03/2012,EWR,ATL,10.3125,11.12193089,12.95488968,14,03,2012,23,17,12,11,-2,-13,80,45,9,1022,1019,1015,16,16,16,37,14,52.0,0.00,1,,301
2530,30/08/2012,LAS,ORD,15.1,10.48191135,11.396763,30,08,2012,38,33,29,14,12,8,40,29,18,1010,1006,1004,16,16,16,34,14,47.0,0.00,5,Thunderstorm,196
2531,10/05/2012,DFW,SFO,11.22727273,11.2782025,7.849366478,10,05,2012,28,22,16,14,10,7,73,51,28,1014,1012,1009,16,16,16,34,12,42.0,0.00,6,,135
2532,05/12/2011,LAS,JFK,9.105263158,10.73431968,5.801290439,05,12,2011,9,6,2,-9,-13,-18,41,28,14,1029,1025,1020,16,16,16,34,16,42.0,0.00,0,,8
2533,05/12/2011,LAS,LAX,13.66666667,11.35592107,10.76675796,05,12,2011,9,6,2,-9,-13,-18,41,28,14,1029,1025,1020,16,16,16,34,16,42.0,0.00,0,,8
2534,19/12/2011,LGA,DTW,9.7,10.63118906,7.384906371,19,12,2011,8,2,-4,-2,-6,-13,64,53,42,1026,1020,1015,16,16,16,39,16,53.0,0.00,5,,214
2535,19/12/2011,LGA,DFW,8.823529412,11.04859343,7.143487367,19,12,2011,8,2,-4,-2,-6,-13,64,53,42,1026,1020,1015,16,16,16,39,16,53.0,0.00,5,,214
2536,18/11/2011,CLT,ATL,7.9375,10.5933842,5.638779419,18,11,2011,11,4,-3,-4,-7,-12,85,53,20,1033,1031,1028,16,16,16,21,7,29.0,0.00,0,,76
2537,19/12/2011,ATL,CLT,14.33333333,10.8208101,12.57902556,19,12,2011,16,8,1,7,0,-4,77,55,32,1028,1025,1023,16,16,16,16,6,23.0,0.00,4,,122
2538,19/12/2011,ATL,PHL,7.4375,10.82643597,6.418398035,19,12,2011,16,8,1,7,0,-4,77,55,32,1028,1025,1023,16,16,16,16,6,23.0,0.00,4,,122
2539,19/12/2011,ATL,BOS,9.105263158,10.75194163,7.694837641,19,12,2011,16,8,1,7,0,-4,77,55,32,1028,1025,1023,16,16,16,16,6,23.0,0.00,4,,122
2540,19/12/2011,ATL,LAX,13.72413793,11.49050228,9.319321525,19,12,2011,16,8,1,7,0,-4,77,55,32,1028,1025,1023,16,16,16,16,6,23.0,0.00,4,,122
2541,19/12/2011,ATL,DFW,9.9,11.05357334,8.340768613,19,12,2011,16,8,1,7,0,-4,77,55,32,1028,1025,1023,16,16,16,16,6,23.0,0.00,4,,122
